A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,JP1,JP2,JP3,JP4,JP5,gender,education,age
1,5,5,6,5,4,5,2,3,4,5,4,2,3,3,2,5,78
1,5,3,4,4,6,6,6,1,6,1,6,3,1,4,2,3,40
3,4,5,6,3,6,6,5,1,2,3,1,5,5,5,1,3,49
3,6,6,3,6,2,3,3,4,4,2,2,5,4,5,2,3,38
4,5,2,1,4,5,2,2,3,6,2,3,4,5,5,2,1,38
5,6,5,3,6,5,6,4,2,4,2,4,4,4,6,2,2,41
1,6,5,6,6,6,5,5,2,5,4,2,5,6,5,2,5,56
4,4,5,2,5,5,6,4,3,2,3,2,5,5,5,2,3,38
1,6,6,6,6,5,5,5,1,4,2,1,5,6,5,2,5,73
4,5,6,5,6,3,2,2,3,6,6,4,4,5,4,1,4,43
4,3,3,2,2,4,3,5,2,2,5,5,2,3,3,2,3,39
6,4,5,6,5,4,6,6,5,4,1,2,1,5,4,1,3,42
6,NA,6,4,5,6,4,5,6,3,4,4,6,6,3,2,2,39
1,5,5,4,6,6,6,5,2,1,4,1,5,5,5,2,3,40
3,3,3,4,4,4,3,3,4,5,2,3,4,4,4,2,4,44
1,6,4,3,5,4,5,4,2,5,2,2,4,5,4,2,2,43
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,40
1,6,6,3,6,6,5,5,2,5,2,2,5,5,5,2,4,53
5,6,6,1,6,5,6,5,NA,6,1,5,5,5,5,1,1,36
1,6,6,6,6,5,5,3,5,5,5,2,4,5,6,1,1,37
1,4,3,3,4,5,4,5,2,4,2,4,4,2,3,2,3,41
1,6,6,1,1,5,6,6,4,6,1,6,6,1,6,2,5,51
3,4,4,4,4,6,5,4,1,1,3,4,5,5,5,2,2,77
1,6,6,6,6,5,6,2,5,2,5,2,5,6,6,2,3,40
6,5,5,6,6,5,6,6,5,6,3,6,5,6,6,2,2,39
6,5,5,6,6,5,6,6,5,1,3,6,5,6,6,2,2,39
6,2,5,6,6,5,6,3,5,1,3,6,5,6,2,2,2,39
6,2,5,6,6,5,6,6,1,1,3,6,5,6,2,2,2,39
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,2,2,39
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,2,2,39
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,2,2,39
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,2,2,39
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,2,2,39
6,2,5,6,6,5,4,6,1,1,3,1,5,6,2,2,2,39
3,4,4,1,4,5,4,5,4,3,4,3,3,3,5,2,3,39
1,5,1,6,2,5,5,5,3,5,4,6,1,3,4,1,5,62
2,5,5,5,2,5,6,5,4,4,1,6,5,5,6,2,5,66
2,5,5,6,5,5,6,6,4,2,1,3,3,5,6,2,2,40
2,5,4,4,4,4,4,5,3,3,4,4,4,4,2,2,3,40
4,5,4,4,3,4,3,3,2,4,2,4,4,2,5,2,4,40
1,1,4,6,6,6,6,4,1,1,5,2,NA,6,5,2,3,41
3,6,5,6,6,6,5,5,1,2,3,2,5,5,6,1,2,45
4,5,4,4,4,5,5,4,2,3,2,4,4,5,5,2,2,39
1,6,6,4,5,3,2,5,4,2,1,2,5,3,6,2,5,72
5,5,NA,5,4,5,5,5,2,5,5,4,1,4,6,1,3,40
4,4,4,4,3,4,4,4,3,2,3,4,1,2,5,2,3,39
2,5,5,6,5,5,5,5,1,1,3,2,5,5,6,1,3,54
5,4,3,4,3,4,2,2,3,2,6,4,4,4,2,1,3,49
4,4,4,5,5,4,4,4,2,5,2,2,5,4,5,2,2,56
4,1,5,2,5,6,5,2,2,3,6,4,5,3,3,1,1,38
3,5,3,6,4,4,3,2,2,5,2,4,3,3,2,1,3,45
3,5,1,4,4,4,4,4,2,2,3,4,4,4,3,2,3,50
2,4,6,5,5,5,5,5,5,1,2,2,6,5,6,1,5,52
2,4,4,6,4,5,6,1,4,6,4,4,1,4,4,2,3,52
3,2,2,2,4,5,5,5,3,2,2,2,5,5,5,2,1,36
5,3,1,1,3,5,2,5,3,5,3,5,4,3,4,2,3,39
1,6,4,6,4,6,6,5,2,1,1,4,5,5,5,1,5,49
1,5,5,6,3,5,4,2,2,NA,1,4,4,5,4,2,4,50
2,5,4,6,4,5,3,4,3,3,3,3,4,5,4,2,3,47
2,6,5,6,5,5,5,5,5,4,3,2,2,4,5,2,5,61
3,4,3,1,3,4,3,4,3,4,1,3,4,1,5,2,4,48
5,4,5,4,4,4,4,5,2,3,4,3,3,4,4,1,5,46
2,5,6,6,6,5,5,5,5,1,3,NA,6,4,6,1,5,55
4,4,5,6,2,5,5,5,2,5,4,4,5,6,5,2,4,63
2,5,6,5,5,4,4,6,2,4,3,6,3,2,5,2,5,57
1,5,5,5,NA,1,6,6,4,5,4,6,1,5,4,1,5,43
1,6,6,6,6,6,6,6,1,1,5,1,5,5,6,1,5,40
3,6,NA,6,4,6,5,6,1,6,4,3,4,NA,6,2,2,44
2,6,5,6,5,6,6,6,1,1,5,1,5,6,6,1,5,41
3,4,2,4,1,6,6,5,1,1,6,6,1,2,5,2,4,42
1,5,5,5,5,4,4,4,3,6,2,3,4,4,5,2,3,40
4,4,5,5,6,5,5,4,2,3,4,5,5,3,4,2,3,47
1,5,4,5,4,6,5,6,2,4,5,5,2,5,5,2,2,75
1,4,4,3,6,5,4,4,4,4,3,6,2,5,5,2,3,59
2,4,4,2,6,3,3,5,5,5,3,1,4,5,3,2,5,51
2,5,2,1,2,6,6,3,1,1,1,2,5,5,6,2,5,53
2,5,4,5,5,5,5,5,1,2,3,2,5,5,5,2,4,44
2,4,4,3,4,5,4,3,3,4,3,4,5,4,3,2,4,42
2,4,4,4,5,5,4,4,2,5,4,4,3,3,5,1,3,70
3,6,5,6,5,4,4,4,2,2,1,2,5,6,5,1,4,42
1,6,6,6,6,5,4,4,3,4,1,1,6,6,4,2,3,72
2,4,4,5,3,4,4,2,5,5,3,3,3,5,4,2,5,52
2,4,3,3,3,4,3,4,2,5,5,4,3,2,3,1,5,45
4,3,5,3,4,4,3,3,3,3,3,4,4,5,3,2,3,43
3,3,4,3,5,6,4,4,5,6,2,5,4,5,4,2,2,39
1,5,5,6,5,5,5,6,4,2,1,1,4,6,5,2,5,53
2,3,4,5,5,4,4,2,4,2,2,3,4,5,4,1,4,66
1,5,NA,5,5,6,5,5,2,4,4,3,2,2,5,2,5,71
1,6,2,5,2,5,4,1,4,6,5,6,1,2,1,2,4,57
1,2,3,4,2,5,4,4,4,4,4,5,3,2,4,2,3,39
2,4,6,5,1,NA,6,5,5,4,3,2,5,5,5,1,2,40
5,4,1,4,3,6,3,4,5,5,1,2,2,5,5,2,4,64
2,6,6,4,5,6,6,6,2,1,1,2,4,5,5,2,3,51
5,5,5,6,6,6,6,5,2,1,2,1,6,6,6,2,3,42
6,2,6,6,6,5,5,6,6,5,4,4,6,5,4,1,3,40
2,6,6,6,6,4,3,NA,6,6,1,5,5,6,3,1,4,42
2,4,5,6,5,5,5,5,1,2,1,2,4,6,5,2,3,39
3,5,4,5,3,3,2,2,5,6,5,6,2,3,2,2,3,39
1,6,6,6,5,6,5,5,2,6,1,1,2,5,5,2,3,60
1,5,5,6,4,6,5,5,1,3,3,4,3,3,6,2,5,50
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,5,73
2,6,6,6,6,3,2,2,4,6,4,4,6,5,5,1,3,40
2,4,5,6,6,5,3,5,2,2,2,4,4,3,6,1,4,90
1,6,6,5,5,5,3,5,2,2,2,2,5,6,6,2,4,76
1,6,5,4,5,2,2,3,5,4,1,1,4,6,3,2,2,51
4,4,3,4,2,5,5,5,2,3,5,3,3,3,5,1,3,40
3,4,3,2,2,5,5,5,2,5,6,6,2,1,5,2,2,45
3,5,3,5,3,4,2,4,5,2,2,3,4,4,6,2,3,40
2,5,6,5,6,5,4,3,3,4,1,1,5,6,4,2,3,51
3,3,NA,NA,5,1,NA,NA,NA,1,NA,1,NA,5,2,2,NA,33
1,5,5,4,5,4,5,4,2,2,3,1,5,5,5,2,4,47
3,3,5,5,5,1,6,6,2,1,1,1,1,5,2,2,NA,33
3,5,5,4,4,4,3,4,3,3,3,2,3,5,3,2,3,51
4,4,4,5,5,4,3,2,5,5,4,3,4,4,4,2,3,41
1,6,6,6,6,5,4,6,2,4,5,1,6,5,6,2,3,40
1,4,5,6,5,3,4,2,2,2,5,4,5,4,4,2,3,38
3,NA,1,4,5,3,2,3,3,3,5,3,4,2,3,1,3,38
1,5,6,6,6,6,6,3,1,1,3,1,6,6,6,2,2,44
1,5,6,5,4,5,5,5,1,1,4,2,4,3,5,2,3,65
3,6,6,5,6,4,4,3,4,1,3,5,4,5,6,1,1,60
1,6,6,1,6,5,4,5,4,5,3,6,5,6,5,1,5,48
4,3,4,4,1,6,4,5,5,5,6,6,4,5,5,1,2,44
4,6,6,6,2,5,6,6,1,1,4,3,6,4,6,1,1,45
2,4,5,4,1,4,4,4,5,4,1,2,4,6,5,2,2,40
2,5,5,6,5,4,5,4,3,4,2,2,4,5,4,1,1,35
2,5,3,4,3,5,3,2,4,4,1,2,4,5,5,2,3,39
1,5,5,6,5,4,5,4,4,5,3,2,4,5,5,2,5,59
1,6,6,6,6,5,5,4,2,2,2,1,3,6,5,1,4,59
3,5,4,3,4,4,5,5,4,2,2,3,NA,5,4,2,2,39
2,5,4,5,5,5,5,2,3,2,1,3,4,6,5,2,2,39
4,3,6,6,6,5,5,5,3,4,6,1,6,6,6,1,3,43
3,3,4,5,6,5,5,2,3,3,1,1,5,6,6,1,1,37
1,5,5,4,6,5,3,5,4,4,5,5,5,5,5,2,5,63
2,3,4,5,2,6,5,5,1,4,3,2,5,5,6,1,3,40
2,2,6,2,6,4,4,5,2,6,4,5,5,6,5,1,3,39
1,6,6,6,6,5,5,4,5,4,2,1,5,6,5,2,1,82
3,5,4,5,5,4,2,5,4,5,1,5,5,4,6,2,3,40
3,5,1,3,4,5,5,3,4,5,5,6,3,4,3,2,4,42
4,4,4,2,4,6,6,6,2,2,5,5,3,5,6,2,2,41
2,6,6,6,6,4,5,5,1,2,2,3,5,4,5,2,3,43
5,4,5,2,5,5,5,5,2,1,1,2,4,5,5,2,3,38
4,4,5,1,5,4,3,3,5,5,1,1,6,6,6,2,3,38
4,6,5,6,6,4,3,4,3,4,3,6,1,4,5,1,3,39
2,5,5,4,5,4,3,3,2,2,4,4,5,5,4,1,3,38
3,4,4,4,4,4,4,5,2,3,3,4,NA,4,4,1,5,42
1,6,5,5,6,6,6,6,1,1,2,1,5,2,6,1,4,44
2,6,6,6,1,5,5,2,2,6,5,6,5,1,6,2,3,43
1,6,6,6,6,5,5,5,1,2,1,1,6,6,6,2,3,42
2,5,2,6,NA,1,6,1,1,5,3,5,2,5,4,1,3,38
3,5,4,6,4,5,2,3,4,5,3,4,4,4,4,2,3,54
1,4,2,6,5,5,5,3,2,5,3,6,5,4,5,1,5,63
5,5,2,5,2,5,4,4,2,4,5,3,4,4,2,1,5,53
3,3,5,1,5,5,5,4,1,4,2,1,5,4,5,2,2,45
5,6,5,6,4,6,5,4,1,1,3,2,NA,5,4,1,1,38
3,3,1,1,3,5,5,4,2,5,3,6,4,2,6,2,NA,45
2,5,5,5,4,4,4,6,1,5,4,3,1,4,5,2,5,58
1,6,6,6,6,6,6,6,1,1,1,3,6,6,6,2,4,42
4,5,5,5,6,5,4,4,2,2,2,2,4,6,5,2,3,59
1,5,5,5,6,5,5,3,3,4,2,1,5,5,5,2,3,54
1,5,6,6,6,5,6,6,2,1,4,2,6,5,5,2,5,74
2,5,5,6,5,5,5,6,2,2,2,2,2,5,5,1,3,76
1,5,4,5,4,5,6,6,3,6,2,5,4,5,3,2,3,41
1,5,2,5,3,3,2,4,2,5,3,2,4,4,5,2,5,50
3,6,3,4,3,5,2,4,5,2,5,5,2,3,3,1,4,42
1,4,5,4,5,5,6,3,1,3,3,1,6,6,6,2,5,51
2,5,5,6,2,6,5,4,4,6,2,2,2,3,2,2,3,37
2,6,4,4,3,5,4,5,3,4,1,4,2,4,5,2,5,44
2,5,5,5,5,5,2,2,3,2,3,4,4,5,5,2,5,43
3,5,2,2,5,2,3,5,1,2,2,2,3,2,4,1,1,41
2,2,2,5,5,6,6,5,1,4,2,3,3,2,4,1,3,46
4,4,3,2,5,5,4,4,2,5,5,4,4,3,2,2,4,41
NA,6,5,6,6,6,5,5,1,2,2,2,4,5,6,2,4,70
4,6,4,6,3,5,2,3,5,4,1,1,4,4,5,2,2,55
1,6,6,4,6,2,4,4,1,2,2,1,6,6,4,2,2,92
1,5,4,4,5,6,2,3,3,4,3,4,4,3,5,2,3,59
2,5,4,5,5,4,3,4,4,3,3,4,1,2,5,2,2,60
2,5,5,6,5,5,5,5,4,4,6,5,5,5,4,2,3,61
2,4,3,6,4,4,2,2,1,5,1,1,3,6,2,2,NA,34
1,6,6,5,5,4,2,4,3,5,5,1,5,4,4,2,4,60
1,6,6,6,6,6,6,6,1,1,1,2,4,6,5,1,1,56
5,4,4,4,3,4,2,2,4,4,2,2,5,4,4,1,1,44
4,5,4,5,5,5,5,6,4,4,4,6,4,2,3,1,1,39
5,2,1,2,5,2,4,3,4,5,2,5,2,3,5,2,4,42
1,6,6,6,6,6,1,6,1,1,1,1,6,6,6,2,4,58
1,4,4,6,4,6,6,5,1,5,5,5,4,3,6,1,NA,36
2,6,4,5,5,5,6,5,1,4,2,5,5,4,6,2,3,40
3,3,4,2,4,5,4,5,3,5,6,5,3,3,4,2,4,40
2,4,4,5,4,2,2,4,4,5,4,3,4,5,4,2,3,52
2,6,4,6,5,2,5,2,4,5,3,2,4,5,5,1,4,43
2,2,4,5,2,6,6,5,2,3,6,5,6,1,2,1,2,40
2,5,5,2,5,3,2,4,3,4,2,2,4,5,5,2,4,48
2,5,5,5,5,6,5,4,3,4,2,4,4,5,3,2,3,40
1,6,5,6,5,3,4,5,5,5,3,5,4,5,5,2,3,40
1,6,6,6,5,6,5,5,1,3,3,2,3,6,4,2,5,68
2,5,5,2,5,3,2,5,3,4,2,2,4,5,5,2,4,48
2,5,5,2,5,3,3,5,3,4,2,2,5,5,5,2,4,48
2,6,5,3,5,3,3,4,2,4,2,1,5,5,5,2,4,48
2,5,5,2,5,3,3,4,2,4,2,1,5,5,5,2,4,48
3,4,4,5,5,5,4,2,2,5,2,4,2,4,4,2,3,49
1,4,4,4,4,5,3,4,3,2,3,1,3,5,5,1,4,48
3,5,6,5,5,5,6,3,2,5,1,4,6,4,6,2,3,41
5,5,2,5,3,6,6,5,1,1,3,4,3,3,5,2,5,46
1,5,5,6,6,5,2,2,2,3,2,2,5,6,5,1,3,60
1,6,5,5,5,5,2,5,1,4,2,1,3,5,4,2,2,45
3,3,4,3,4,5,5,3,3,5,3,5,3,3,2,1,1,43
1,6,3,5,4,5,2,4,3,5,6,3,2,3,1,1,3,39
4,2,4,5,4,4,4,5,NA,1,5,4,1,3,2,1,3,59
1,6,5,4,6,5,4,4,5,6,4,4,4,3,5,2,5,73
2,5,6,6,6,6,5,4,5,5,1,2,3,6,3,1,4,41
1,6,6,4,6,6,6,5,1,5,1,4,6,4,5,2,5,51
1,6,6,6,5,5,4,5,1,1,4,4,4,5,4,2,3,49
1,6,6,6,5,6,6,6,2,1,4,4,4,5,5,2,4,70
5,4,2,5,3,5,6,6,1,2,3,2,4,5,4,1,4,74
5,2,1,2,2,4,6,6,1,5,1,6,2,5,2,2,NA,38
5,6,6,6,6,6,6,6,1,3,4,3,5,6,5,2,3,41
1,6,4,5,6,2,3,3,4,6,2,4,4,6,2,1,3,42
2,5,4,6,4,2,1,2,4,5,4,4,4,4,3,2,5,52
3,5,6,6,5,3,6,6,1,1,1,1,6,5,3,2,3,66
1,6,6,5,6,6,6,6,1,1,6,4,5,5,6,2,3,60
1,6,6,6,6,5,5,5,1,1,3,2,5,5,4,2,5,72
4,3,3,5,1,3,5,2,5,5,1,1,4,2,2,2,3,70
2,5,5,5,6,4,5,5,4,4,4,2,5,5,4,2,3,39
2,4,5,6,5,3,2,5,3,5,4,1,5,3,1,2,5,45
1,6,6,4,6,4,4,1,5,5,4,5,5,2,2,1,3,39
1,6,6,6,6,6,6,4,1,3,6,4,5,5,6,1,4,42
4,5,4,6,5,4,3,1,4,6,3,1,NA,6,6,2,4,46
1,5,6,4,6,2,5,5,6,5,2,1,6,5,6,2,5,49
1,5,6,6,1,1,6,5,1,1,1,1,5,6,1,2,5,58
3,4,3,5,4,5,5,4,3,2,6,6,2,2,3,1,5,52
3,6,6,5,5,4,3,4,4,5,2,2,5,6,6,2,3,43
6,4,1,5,4,5,4,5,5,6,6,6,4,4,5,1,1,64
2,4,4,5,5,5,6,5,1,3,2,3,4,5,4,2,3,55
1,5,4,6,4,3,6,5,2,3,5,4,4,5,4,1,5,41
1,5,5,6,5,5,4,4,2,5,1,5,5,6,2,2,5,49
4,3,5,6,4,4,5,5,1,3,5,3,3,5,3,1,4,41
1,6,6,6,3,1,6,5,1,1,2,NA,6,5,5,2,3,53
6,6,4,4,4,4,5,5,2,5,5,1,2,6,5,2,4,43
1,5,6,5,5,4,NA,5,4,5,4,4,4,4,3,2,2,77
2,6,5,5,3,5,5,6,2,2,5,6,4,2,4,2,3,41
1,6,6,4,6,4,5,5,2,2,1,1,4,6,5,2,5,62
2,5,5,1,4,4,2,5,4,6,4,4,5,1,1,2,4,50
5,4,5,6,2,6,4,3,6,4,3,4,5,5,6,1,2,59
4,4,4,5,4,3,5,6,3,2,6,4,4,4,4,2,1,37
2,6,6,6,5,5,5,5,2,2,1,2,5,6,5,2,5,56
5,4,5,4,5,4,5,6,3,3,3,2,6,2,6,2,4,38
6,6,6,5,5,6,5,6,1,2,1,2,5,6,6,1,1,40
3,1,1,2,1,6,4,2,6,5,6,5,4,6,5,1,5,41
2,6,6,2,4,5,4,4,4,6,3,2,4,5,4,1,2,40
1,5,6,5,5,5,5,5,1,1,4,4,4,2,5,2,4,55
1,6,6,6,4,1,5,6,1,1,1,1,5,2,6,2,3,46
2,5,4,3,3,4,4,4,4,6,6,5,3,6,5,1,4,46
1,6,6,6,6,5,3,1,6,2,4,2,6,3,6,2,2,60
4,5,5,4,5,5,5,4,3,4,5,3,5,5,6,1,4,43
3,4,3,1,3,6,4,4,4,5,2,4,2,2,5,1,5,45
1,5,6,4,6,6,6,3,2,2,4,2,5,5,6,2,5,58
3,5,5,3,5,5,6,3,1,2,6,4,4,5,5,2,5,47
1,6,5,4,4,4,5,2,3,5,1,3,3,4,5,2,NA,34
1,5,6,5,2,5,5,3,2,3,1,1,5,6,5,2,1,47
2,5,5,6,5,6,5,5,2,1,1,1,5,6,5,1,5,52
1,5,6,5,6,4,4,5,2,4,2,1,6,6,6,1,5,59
2,5,5,4,4,5,6,4,2,2,1,2,4,4,6,2,3,51
5,5,2,2,4,4,6,5,4,5,4,4,4,6,4,1,5,51
2,6,6,6,6,5,5,4,3,2,1,2,5,6,5,2,2,40
1,5,4,4,5,5,4,4,1,2,1,1,4,5,5,2,5,52
1,6,6,6,6,5,5,4,2,2,2,4,4,5,3,2,3,62
1,5,5,6,4,4,4,4,2,2,1,4,3,6,4,2,3,40
4,4,5,4,4,5,3,3,2,3,3,4,5,3,5,2,3,46
4,4,4,4,4,5,6,2,2,4,6,4,6,6,4,1,3,43
1,6,5,5,5,5,2,5,3,5,4,4,5,4,3,1,3,52
1,4,6,2,5,6,6,4,1,4,6,6,6,1,4,2,5,47
1,6,5,6,5,6,5,5,2,3,5,6,2,3,4,2,3,39
5,3,5,6,4,5,5,3,2,6,1,1,4,5,6,2,3,63
1,6,6,6,6,6,5,5,1,4,1,1,5,6,5,2,3,51
1,6,4,2,6,4,4,6,5,1,2,2,2,4,4,2,5,45
1,6,6,6,6,5,5,4,4,2,2,1,5,4,5,2,5,49
3,6,5,6,6,3,2,4,3,6,1,1,5,6,6,1,3,62
5,5,5,5,3,4,5,5,1,2,1,2,4,5,6,2,3,59
3,4,3,4,3,3,4,4,3,4,NA,5,3,1,1,2,5,51
1,6,6,4,5,5,4,5,1,1,2,1,5,6,6,1,5,44
1,4,4,6,4,5,5,4,2,3,NA,4,2,3,4,2,5,65
1,6,6,5,6,6,5,4,1,4,2,2,6,5,6,1,5,50
5,2,2,4,4,5,5,5,1,1,6,5,2,2,5,2,4,41
2,4,5,5,5,3,3,4,5,3,4,4,6,5,5,2,NA,34
2,6,5,5,5,5,6,5,2,2,1,2,4,6,6,2,3,45
1,4,6,5,6,6,4,4,5,6,2,3,6,6,4,2,2,68
2,6,4,3,4,1,4,1,4,6,1,6,2,2,6,2,3,60
1,4,4,4,4,5,5,3,2,4,2,4,3,4,4,1,4,64
2,4,4,6,4,5,6,4,1,5,2,4,4,5,3,2,4,56
5,2,2,2,4,2,2,4,6,4,4,4,4,2,2,2,2,48
1,5,5,6,5,5,5,5,1,4,2,3,4,5,4,1,3,59
1,5,5,5,4,4,5,5,4,6,4,5,5,2,5,2,4,55
2,5,5,5,6,6,5,6,1,1,2,1,6,5,5,1,3,53
2,5,5,6,4,4,4,4,2,3,3,3,4,4,4,2,3,41
4,5,5,6,4,6,6,6,1,2,2,3,4,4,6,1,3,39
2,2,5,5,3,3,4,3,2,3,2,2,3,5,2,1,4,65
2,5,4,4,4,3,4,5,2,2,4,5,2,4,3,2,4,69
1,4,3,4,5,5,4,5,2,1,5,2,4,4,5,2,4,43
4,5,5,6,5,5,5,3,2,4,1,4,4,6,6,2,3,47
1,6,6,5,6,6,3,4,1,3,1,1,6,5,6,2,5,72
3,4,4,6,3,4,4,2,2,5,4,4,3,4,3,2,5,60
2,6,5,6,6,6,5,5,2,4,4,4,6,6,6,1,5,49
2,4,5,4,4,6,6,NA,1,1,2,2,2,5,5,2,3,69
2,4,4,3,4,2,4,4,6,6,3,4,1,2,6,2,2,50
2,5,5,4,5,5,4,4,1,3,2,3,4,5,5,2,3,45
1,5,5,6,6,5,6,6,1,1,5,4,5,5,6,2,5,65
1,6,6,6,6,4,4,4,2,2,1,1,6,6,6,2,3,47
1,6,5,4,6,5,5,5,2,3,4,4,3,2,3,2,3,49
1,6,5,4,5,6,2,5,1,1,1,1,5,6,6,1,5,46
2,5,6,5,6,6,5,1,4,1,1,1,5,6,5,1,4,52
5,2,3,4,2,6,6,6,1,1,5,5,2,2,5,1,5,49
2,6,5,6,3,6,6,6,1,1,5,NA,2,6,5,2,3,72
1,6,4,6,4,6,5,5,5,5,4,5,3,2,4,1,5,74
2,5,6,4,6,4,5,6,3,2,2,2,6,6,5,2,3,40
1,6,6,6,6,5,5,4,3,5,3,5,5,4,5,2,1,36
1,5,5,5,5,5,2,2,6,5,6,4,2,6,4,1,4,56
3,2,3,5,3,1,5,2,4,6,5,6,2,1,1,2,3,42
3,6,5,6,5,5,5,6,1,1,2,3,4,4,5,2,2,55
1,6,6,4,6,5,2,1,5,5,1,1,5,6,5,2,4,44
1,5,5,6,4,6,6,6,2,1,2,2,5,6,5,1,5,58
1,6,6,5,6,4,3,5,3,2,2,2,4,5,4,2,3,40
2,5,6,6,4,5,6,5,1,1,5,1,5,6,6,2,3,53
1,6,6,6,6,6,6,3,1,1,1,1,6,6,6,2,3,46
3,6,6,5,6,4,3,4,5,1,1,1,5,6,3,1,3,39
3,5,6,6,5,4,6,3,3,2,5,3,5,5,5,1,3,41
1,6,6,6,6,6,5,6,1,2,1,2,5,5,4,2,3,48
2,6,2,6,5,4,5,6,2,3,NA,1,5,6,4,2,2,39
1,6,5,5,5,5,5,2,3,5,1,2,4,6,5,2,3,56
1,5,2,4,2,5,6,6,5,6,6,5,1,2,5,1,3,71
2,5,6,6,5,4,3,4,5,5,2,5,5,4,4,1,4,44
5,5,5,2,6,5,4,4,4,6,2,6,5,5,5,2,4,54
2,6,6,6,5,4,4,4,1,1,1,1,4,5,4,2,3,63
2,6,6,6,4,3,5,3,4,4,6,5,3,NA,3,2,NA,40
1,6,4,1,4,5,3,3,4,5,3,4,4,1,4,2,5,64
1,5,6,6,4,3,3,1,5,6,5,6,5,3,3,1,3,40
3,2,5,4,4,NA,3,4,3,1,3,2,4,5,3,2,3,38
1,6,6,4,6,5,5,5,1,2,5,4,5,5,5,2,5,65
4,6,5,6,5,4,4,3,2,2,2,1,5,6,6,2,2,47
2,5,5,2,5,3,2,NA,2,3,2,3,NA,4,4,2,3,54
4,4,2,2,1,2,2,5,5,6,6,6,1,1,2,2,NA,34
1,5,6,5,6,4,2,5,2,2,1,3,5,5,5,2,3,50
1,5,6,6,5,4,5,5,5,2,1,4,3,6,2,2,1,73
3,4,2,1,1,6,6,3,1,1,6,3,6,2,6,2,5,55
2,6,5,6,6,6,6,4,1,2,3,4,3,5,5,2,3,45
1,6,6,6,6,4,4,2,2,2,1,2,5,5,5,1,3,41
3,4,4,4,3,6,6,5,2,3,5,5,4,2,4,2,NA,35
1,5,5,6,5,5,5,4,3,3,2,2,5,6,5,2,3,82
5,5,5,4,5,4,2,3,4,5,1,1,5,6,6,2,3,64
2,4,5,6,4,5,4,5,2,2,2,2,1,5,5,2,3,69
NA,5,6,6,5,6,5,5,2,2,2,2,5,6,6,2,4,48
3,4,5,6,5,4,4,5,2,1,4,3,3,4,4,2,3,49
2,6,6,6,5,5,4,6,2,2,2,2,5,5,5,2,3,41
2,6,5,6,4,5,5,4,1,2,2,1,6,6,6,2,3,43
3,4,4,5,4,4,4,3,3,4,4,4,3,3,3,2,5,57
4,4,4,6,3,6,5,6,1,5,4,1,5,5,6,1,3,58
NA,5,NA,6,6,4,5,5,4,3,4,4,4,5,4,2,5,42
5,3,2,5,2,6,3,4,2,2,1,2,5,5,6,2,3,46
3,4,4,6,6,4,5,5,4,2,3,4,5,5,5,1,3,49
5,4,4,6,NA,5,6,6,3,1,4,3,4,5,5,2,2,66
1,5,6,5,5,2,2,1,3,5,1,2,5,5,6,2,5,70
3,4,5,5,5,5,5,4,2,2,4,5,4,3,4,2,3,44
2,6,5,6,5,4,3,5,2,3,1,2,5,2,6,2,3,65
2,5,5,5,5,5,6,6,1,2,2,3,4,6,5,2,3,52
1,5,5,3,4,6,6,4,2,5,3,2,4,5,4,1,3,39
1,6,6,6,6,4,5,3,4,4,1,2,NA,6,6,1,NA,35
2,6,6,6,5,5,4,5,2,2,1,2,5,6,5,1,3,41
1,6,6,6,5,4,6,6,1,2,5,2,3,5,5,2,3,58
5,6,6,5,6,5,6,6,1,1,3,1,3,6,6,2,3,40
5,6,3,6,3,3,6,6,1,3,6,6,2,4,6,2,2,48
4,2,5,2,5,6,2,3,4,6,6,6,3,1,2,1,2,45
1,6,NA,6,6,5,5,2,1,5,NA,2,5,5,5,2,3,67
1,6,6,6,6,5,5,2,1,5,3,2,5,5,5,2,3,67
5,5,2,2,3,5,5,6,NA,3,4,4,4,5,6,2,3,75
5,5,2,2,3,5,5,6,3,3,4,4,4,5,6,2,3,75
6,6,6,6,5,4,3,3,1,2,5,2,3,6,5,2,3,51
5,6,6,6,6,4,3,5,1,2,1,4,2,6,3,2,1,44
2,5,3,5,5,6,NA,6,1,4,4,4,2,2,6,1,1,71
1,5,5,6,6,6,5,5,1,2,1,1,6,6,6,2,4,63
3,4,4,1,3,5,5,4,3,5,5,6,2,1,3,2,3,50
6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,3,58
4,NA,3,6,4,2,1,4,4,1,3,3,5,4,6,1,3,44
2,5,3,5,6,3,5,6,3,6,6,6,3,5,5,2,4,69
5,4,3,4,3,2,3,2,6,6,1,5,4,4,3,1,NA,36
3,4,5,6,5,6,5,5,3,3,2,4,4,5,5,1,5,43
3,6,5,6,4,5,4,6,2,4,6,NA,3,5,2,2,3,64
1,5,5,6,6,6,5,5,1,2,1,5,5,6,6,2,3,70
